Sentence #,Word,Tag
,deep,Type
,b,Type
Sentence: 5446,3ph,Phase
,c-str,Other
Sentence: 5447,3ph,Other
,24v,Coil Voltage
,cnctr,Type
Sentence: 5448,4500rpm,Speed Rating
,mtr,Type
Sentence: 5449,15a,Other
,ig,Other
,org,Color
,srg,Other
,rcpt,Type
Sentence: 5450,ld-fdr,Other
,str,Other
Sentence: 5451,contactor,Type
,coil,Type
Sentence: 5452,3p,Number of Poles
,100a,Amps
,ckt,Other
,bkr,Type
Sentence: 5453,8,Height
,6.12,Width
,4.13,Depth
,encl,Type
Sentence: 5454,1,Length
,to,Other
,7-in,Other
,adj,Other
,telescope,Type
Sentence: 5455,8,Size
,1,Length
,phil,Drive
,wfr,Other
,hd,Other
,scr,Other
Sentence: 5456,mast,Type
,term,Type
,adp,Type
Sentence: 5457,cable,Other
,glnd,Other
Sentence: 5458,solenoid,Type
Sentence: 5459,3000rpm,Speed Rating
,mtr,Type
Sentence: 5460,spdt,Other
,main-cont,Other
,ac,Other
,sw,Other
Sentence: 5461,3000rpm,Speed Rating
,mtr,Type
Sentence: 5462,nma,Other
,00-4,Other
,1,Other
,nc,Other
,aux,Other
,cnt,Other
Sentence: 5463,1500rpm,Other
,mtr,Type
Sentence: 5464,2p,Number of Poles
,60a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 5465,3000va,Other
,ups,Other
Sentence: 5466,50hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5467,2p,Number of Poles
,250a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 5468,16in,Other
,fas,Application
,univ,Type
,bracket,Type
Sentence: 5469,nema4,NEMA
,alum,Material
,jic,Other
,box,NEMA
Sentence: 5470,12mm,Drive Size
,12pt,Other
,comb,Type
,wrench,Type
Sentence: 5471,j,Other
,hanger,Other
Sentence: 5472,1hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5473,120v,Voltage
,amber,Color
,pilot,Type
,light,Type
Sentence: 5474,40hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5475,blu,Color
,pb,Color
,oper,Type
Sentence: 5476,3/4,Other
,al,Material
,lr,Other
,cond,Application
,body,Type
Sentence: 5477,2-60w,Watts
,cand,Lamp Type
,wall,Fixture Type
,lante,Fixture Type
Sentence: 5478,transfer,Type
,label,Type
Sentence: 5479,servo,Type
,motor,Type
Sentence: 5480,n4,NEMA
,stl,Material
,enc,Type
Sentence: 5481,16-1/2,Other
,12,Other
,insp,Other
,wel,Other
Sentence: 5482,50ft,Size
,rubber,Material
,edge,Other
,trim,Other
Sentence: 5483,4inx8me,Length
,cond,Other
Sentence: 5484,3ph,Other
,208v,Coil Voltage
,cnctr,Type
Sentence: 5485,j-box,Other
,mtg-plt,Type
Sentence: 5486,1-1/2drv,Drive
,2-5/16,Point
,skt,Type
Sentence: 5487,3w/ckt,Other
,grd,Other
,plugmold,Other
Sentence: 5488,building,Cable Type
,wire,Cable Type
Sentence: 5489,speed,Type
,link,Type
,system,Other
Sentence: 5490,277v,Coil Voltage
,str,Type
Sentence: 5491,2/0awg,Other
,grnd,Connector Type
,conn,Connector Type
Sentence: 5492,20kw,Other
,gnrtr,Type
Sentence: 5493,2pos,Other
,ssw,Type
Sentence: 5494,sz2,Size
,c-str,Other
Sentence: 5495,4sq,Other
,1-1/4d,Other
,1g,Other
,sw,Material
,ring,Other
Sentence: 5496,stationary,Other
,contact,Other
Sentence: 5497,3000rpm,Speed Rating
,mtr,Type
Sentence: 5498,22mm,Size
,pb,Type
Sentence: 5499,120v,Coil Voltage
,c-str,Other
Sentence: 5500,1-1/4,Other
,npt,Other
,m,Material
,strt,Other
,slg,Other
,grip,Other
Sentence: 5501,3ph,Other
,600a,Other
,cb,Other
,mtng,Other
Sentence: 5502,bs,Other
,m3,Other
,5,Other
,fixing,Type
,scr,Type
Sentence: 5503,power,Other
,cable,Other
Sentence: 5504,9pc,Other
,s/d,Other
,st,Other
Sentence: 5505,encl,Type
,175,Other
,100,Other
Sentence: 5506,3p,Voltage
,fp,Other
,90d,Other
,crdst,Assembly Type
Sentence: 5507,150va,Other
,transformer,Other
Sentence: 5508,cab,Type
,rack,Other
,frame,Type
Sentence: 5509,mounting,Type
,kit,Type
Sentence: 5510,1.38,Depth
,0.79,Type
,0.61,Height
,enc,Type
Sentence: 5511,11/16,Other
,sgl,Other
,diag,Other
,brc,Other
Sentence: 5512,stl/plst,Other
,hndl,Other
,kt,Other
Sentence: 5513,wht,Color
,led,Lamp Type
,pshbtn,Type
Sentence: 5514,runway,Type
,termination,Type
,kit,Type
Sentence: 5515,sfc,Other
,rcpt-nema5-50r,Other
Sentence: 5516,3-1/8,Drive Size
,strkng,Type
,wrn,Other
Sentence: 5517,camera,Other
,bracket,Type
,kit,Type
Sentence: 5518,42-hl,Other
,xtr-lg,Other
,pb,Other
,encl,Type
Sentence: 5519,250mcm,Other
,alum,Material
,pin,Other
,conn,Other
Sentence: 5520,13a,Amps
,600v,Voltage
,pvc,Other
,cbl,Other
,asy,Other
Sentence: 5521,100ka,Other
,spdev,Type
Sentence: 5522,3000rpm,Speed Rating
,mtr,Type
Sentence: 5523,ph-e,Type
,sen,Type
Sentence: 5524,1/2,Trade Size
,flx,Installation
,to,Type
,emt,Type
,cplg,Other
Sentence: 5525,10ft,Other
,2in,Other
,b/ivy,Other
,svc,Other
,pl,Installation
Sentence: 5526,frequency,Other
,inverter,Other
Sentence: 5527,duvtg,Other
,cvr,Other
,kt,Other
Sentence: 5528,30.5m,Size
,pb,Type
Sentence: 5529,3000rpm,Speed Rating
,mtr,Other
Sentence: 5530,3ph,Other
,208v,Coil Voltage
,cnctr,Type
Sentence: 5531,3p,Number of Poles
,100a,Amps
,cb,Voltage Maximum
Sentence: 5532,144fbr,Other
,blk,Other
,n-arm-cbl,Other
Sentence: 5533,nema1,NEMA
,scr,Other
,cvr,Other
,encl,Type
Sentence: 5534,300ka,Other
,spdev,Type
Sentence: 5535,power,Type
,cable,Other
Sentence: 5536,240v,Voltage
,arc,Type
,fault,Type
,cb,Voltage
Sentence: 5537,225a,Other
,ld-ctr,Other
Sentence: 5538,10m,Length
,cable,Other
Sentence: 5539,2.75kv,Voltage
,ej-1,Other
,pt,Other
,fuse,Other
Sentence: 5540,rocker,Type
,switch,Other
Sentence: 5541,3p,Number of Poles
,300a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 5542,0.75-3.4a,Phase
,208v,Coil Voltage
,str,Type
Sentence: 5543,9mm,Drive Size
,wrench,Type
Sentence: 5544,12a,Other
,iec,Other
,str,Type
Sentence: 5545,cat6e,Category
,23awg,Other
,cbl,Color
Sentence: 5546,4000btu,Other
,230v,Voltage
,a/c,Other
Sentence: 5547,1ph,Other
,tfm,Other
Sentence: 5548,connector,Other
,kit,Type
Sentence: 5549,18a,Other
,iec,Other
,str,Type
Sentence: 5550,cat6,Category
,8pos,Other
,jack,Other
Sentence: 5551,7in,Other
,20v,Other
,polisher,Type
Sentence: 5552,cnctr,Type
,soln,Other
,coil,Other
Sentence: 5553,rduv,Type
,str,Type
Sentence: 5554,15m,Length
,cable,Other
Sentence: 5555,15a-120/277vac,Amps
,3wy,Other
,sw,Type
Sentence: 5556,clsc,Other
,encl,Other
,plt&fmnt,Other
,tfmr,Type
Sentence: 5557,400ka,Other
,spdev,Type
Sentence: 5558,ilum,Other
,pb,Type
,oper,Type
Sentence: 5559,1/2,Other
,pipe,Type
,bracket,Other
Sentence: 5560,3000rpm,Speed Rating
,mtr,Type
Sentence: 5561,4500rpm,Speed Rating
,mtr,Type
Sentence: 5562,1-1/2,Trade Size
,1h,Installation
,emt,Type
,strap,Type
Sentence: 5563,rack,Type
,stnd/o,Type
,brkt,Type
Sentence: 5564,1/2,Trade Size
,ins,Other
,grnd,Material
,bush,Other
Sentence: 5565,60hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5566,30.5m,Size
,pb,Other
Sentence: 5567,conctg,Other
,module,Other
Sentence: 5568,inductive,Type
,prx,Type
,sen,Other
Sentence: 5569,dp20a277v,Amps
,lkg,Other
,ac,Other
,sw,Type
Sentence: 5570,3p,Number of Poles
,225a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 5571,dplx,Type
,rcpt-nma,Other
,l5-15r,NEMA
Sentence: 5572,3ph,Phase
,c-str,Other
Sentence: 5573,3ph,Phase
,c-str,Other
Sentence: 5574,48.3,Length
,max,Other
,kv,Voltage
,dba,Other
Sentence: 5575,tgl,Other
,sw,Material
,indg,Other
,plt,Material
Sentence: 5576,rduv,Type
,str,Type
Sentence: 5577,small,Other
,dim,Other
,fus,Other
Sentence: 5578,120v,Voltage
,clr,Other
,ilum,Type
,pb,Type
Sentence: 5579,24v,Coil Voltage
,n1,Other
,str,Overload Relay
Sentence: 5580,piano,Other
,hinge,Other
,jic,Other
,box,Other
Sentence: 5581,4in,Other
,screwdriver,Type
Sentence: 5582,plug-4w-20a-3ph-480v,Other
Sentence: 5583,extended,Type
,warranty,Type
Sentence: 5584,1/2,Drive
,13/16,Point
,mpct,Type
,skt,Type
Sentence: 5585,terminal,Other
Sentence: 5586,16-14ins,Other
,ring,Other
,lug,Color
Sentence: 5587,30.5mm,Size
,pb,Other
,oper,Type
Sentence: 5588,10mm,Other
,drv,Other
,impact,Type
,socket,Type
Sentence: 5589,53pc,Other
,3/8,Drive Size
,crwft,Type
,wrn,Type
Sentence: 5590,2p,Other
,70a,Amps
,240v,Voltage
,cb,Other
Sentence: 5591,server,Other
,mod,Other
Sentence: 5592,250v,Other
,rcp,Number of Poles
Sentence: 5593,gry,Other
,1-5/8,Width
,ctd,Material
,stl,Material
,strt,Type
Sentence: 5594,3p,Number of Poles
,125a,Amps
,cb,Other
Sentence: 5595,lock,Other
,washer,Type
Sentence: 5596,8in,Length
,cast,Other
,head,Other
,pipe,Type
,wrnch,Type
Sentence: 5597,10a,Other
,250v,Voltage
,rkrsw,Other
Sentence: 5598,100ka,Other
,spdev,Type
Sentence: 5599,400a,Other
,240v,Other
,sfty,Other
,sw,Other
Sentence: 5600,3p,Number of Poles
,100a,Other
,cb,Voltage Maximum
Sentence: 5601,transfer,Type
,label,Type
Sentence: 5602,#3,Other
,phil,Other
,arc,Other
,hx,Other
,ins,Other
,bit,Other
Sentence: 5603,3p,Number of Poles
,150a,Amps
,cb,Other
Sentence: 5604,208v,Other
,200a,Other
,lgt,Other
,ctrl,Other
Sentence: 5605,capactive,Type
,sensor,Type
Sentence: 5606,25-32a,Phase
,ctrlr,Type
Sentence: 5607,prttv,Type
,film,Type
Sentence: 5608,light,Type
,indicator,Type
Sentence: 5609,300mcm,Other
,wht,Other
,1h,Stud Holes
,cop,Conductor Type
,lug,Type
Sentence: 5610,2800rpm,Other
,mtr,Type
Sentence: 5611,signal,Type
,cable,Other
Sentence: 5612,power,Other
,dist,Other
,block,Other
Sentence: 5613,liq-tite,Other
Sentence: 5614,18w,Other
,emg,Other
,lt,Other
,fx,Other
Sentence: 5615,a-z,Other
,wire,Type
,marker,Type
,book,Type
Sentence: 5616,1-1/4,Other
,clamp,Type
Sentence: 5617,2h,Other
,alum,Material
,4/0,Other
,sec,Type
,strap,Type
Sentence: 5618,metal,Other
,pushbutton,Type
,sw,Other
Sentence: 5619,power,Type
,cable,Other
Sentence: 5620,3ph,Phase
,c-str,Other
Sentence: 5621,22awg,Other
,hkup,Type
,wr,Other
Sentence: 5622,ratchet,Other
,kit,Other
Sentence: 5623,sq,Type
,olet,Other
,box,Type
Sentence: 5624,pnt,Other
,wwy,Other
,ln,Length
,ext,Other
Sentence: 5625,sz1,Size
,cnctr,Type
Sentence: 5626,3p,Other
,300a,Other
,cb,Other
Sentence: 5627,man,Type
,mtr,Type
,ctrlr,Type
Sentence: 5628,.1-.4a,Other
,o/l,Type
,rly,Other
Sentence: 5629,nma4,NEMA
,l-off,Other
,cvr,Other
,encl,Type
Sentence: 5630,mtl,Other
,pin/slv,Other
,plug,Other
Sentence: 5631,3p,Number of Poles
,1600a,Amps
,cb,Other
Sentence: 5632,25kva,Other
,tfm,Other
Sentence: 5633,building,Cable Type
,wire,Cable Type
Sentence: 5634,3pos,Other
,30.5mm,Size
,ssw,Type
Sentence: 5635,30hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5636,30.5mm,Size
,pb,Other
Sentence: 5637,la-10,Length
,3/8,Trade Size
,gry,Color
,100ft,Length
Sentence: 5638,10,Height
,6,Depth
,sgl,Other
,door,Other
,encl,Type
Sentence: 5639,6pos,Other
,jack,Other
Sentence: 5640,150kva,Other
,tfm,Other
Sentence: 5641,3w,Other
,iso-grd,Other
,plugmold,Other
Sentence: 5642,aux,Other
,swi,Other
,blck,Other
Sentence: 5643,20a,Other
,com,Grade
,slf-tst,Other
,rcpt,Other
Sentence: 5644,ladder,Other
,rack,Other
,os,Material
,bend,Other
Sentence: 5645,toggle,Type
,sw,Type
Sentence: 5646,screw,Type
Sentence: 5647,250v,Voltage
,midget,Other
,td,Other
,fuse,Other
Sentence: 5648,11in,Type
,bit,Other
,driver,Type
Sentence: 5649,3000rpm,Speed Rating
,mtr,Type
Sentence: 5650,aux,Other
,sw&alarm,Other
,sw,Other
,comb,Other
Sentence: 5651,2000rpm,Speed Rating
,mtr,Type
Sentence: 5652,nma12,NEMA
,enclosure,Type
Sentence: 5653,multi-pole,Other
,relay,Type
Sentence: 5654,4p,Other
,30a,Other
,cnctr,Other
Sentence: 5655,30mm,Diameter
,prx,Type
,sen,Type
Sentence: 5656,ht,Length
,shrk,Other
,tbg,Other
Sentence: 5657,3g,Other
,fog,Other
,wht,Other
,dev,Other
,box,Other
Sentence: 5658,building,Cable Type
,wire,Cable Type
Sentence: 5659,2.1kw,Other
,mtr,Type
Sentence: 5660,pls,Type
,enc,Type
Sentence: 5661,15a,Other
,125v,Other
,rcpt,Other
Sentence: 5662,cat6,Category
,ptchcrd,Assembly Type
Sentence: 5663,2p,Number of Poles
,225a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 5664,2pos,Other
,plg-in,Other
,brdg,Other
Sentence: 5665,1-in,Size
,glv,Other
,edge,Other
,clmp,Other
Sentence: 5666,600v,Voltage
,m,Other
,inl,Other
Sentence: 5667,3/4,Trade Size
,cbl,Other
,conn,Other
Sentence: 5668,mld,Type
,cse,Type
,cb,Voltage Maximum
Sentence: 5669,red,Other
,combo,Other
,exit,Type
,emer,Type
,light,Type
Sentence: 5670,4-in,Other
,emt/rig-strutclp,Other
Sentence: 5671,stacklt,Type
,assy,Other
Sentence: 5672,150hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5673,8di,Other
,s7,Other
,mod,Type
Sentence: 5674,6,Height
,4,Width
,3,Depth
,nm12,NEMA
,jic,Other
,box&pnl,Other
Sentence: 5675,stacklt,Type
,assy,Other
Sentence: 5676,1-1/4,Trade Size
,str,Other
,crdgrp,Type
Sentence: 5677,35a,Amps
,plug,Other
,on,Other
,bkr,Type
Sentence: 5678,fan,Type
,grill,Other
,panel,Type
Sentence: 5679,3p,Number of Poles
,15a,Amps
,cb,Other
Sentence: 5680,dist,Type
,ctr,Type
Sentence: 5681,1000,Other
,800,Other
,subpanel,Type
Sentence: 5682,27m,Length
,sig,Type
,cbl,Other
Sentence: 5683,encl,Type
,w/no,Other
,ko,Type
Sentence: 5684,1drv,Other
,15/16,Point
,6pt,Point
,imp,Type
,skt,Socket Depth
Sentence: 5685,3000rpm,Speed Rating
,mtr,Type
Sentence: 5686,12ft,Other
,16/12,Other
,pvc,Other
Sentence: 5687,3w-4p,Other
,400a,Other
,plug,Number of Poles
Sentence: 5688,3000rpm,Speed Rating
,mtr,Type
Sentence: 5689,ent,Other
,slab,Other
,box&ext,Other
Sentence: 5690,handle,Other
,f/ecp162010,Other
Sentence: 5691,instrument,Other
,enclosure,Type
Sentence: 5692,3/4in,Trade Size
,lqdt,Application
,conn,Type
Sentence: 5693,15kva,Other
,tfm,Other
Sentence: 5694,heavy,Other
,duty,Conductor Count
,portable,Type
,cord,Type
Sentence: 5695,3/4,Other
,ex-prf,Type
,cond,Type
,body,Other
Sentence: 5696,strut,Other
,bkt,Other
Sentence: 5697,sweep,Other
,elbow,Other
Sentence: 5698,rf,Other
,choke,Other
Sentence: 5699,pn,Other
,j-bx/ang,Other
Sentence: 5700,wall,Other
,box,Other
Sentence: 5701,60v,Other
,cb,Other
,undrv,Other
,rel,Other
Sentence: 5702,12,Height
,4,Depth
,j-box,Other
Sentence: 5703,1500rpm,Speed Rating
,mtr,Type
Sentence: 5704,n-insd,Other
,ring,Other
,term,Other
Sentence: 5705,pdu,Other
Sentence: 5706,small,Other
,data,Other
,pocket,Type
Sentence: 5707,42,Height
,36,Width
,12,Depth
,mstl,Material
,enc,Type
Sentence: 5708,1-dr,Other
,fs,Other
,encl,Material
Sentence: 5709,2pos,Other
,ssw,Type
,oper,Type
Sentence: 5710,s00,Size
,mtr,Other
,prot,Other
,c/b,Other
Sentence: 5711,140cm,Other
,proxim,Other
,sw,Other
Sentence: 5712,computer,Type
Sentence: 5713,2in,Other
,mall,Material
,c,Other
,cond,Application
,body,Type
Sentence: 5714,panel,Other
,only,Other
Sentence: 5715,heater,Other
,element,Other
Sentence: 5716,32a,Other
,iec,Other
,str,Type
Sentence: 5717,frstndg,Type
,enclosure,Type
Sentence: 5718,86.13,Height
,112.00,NEMA
,20.12,Depth
Sentence: 5719,120v,Other
,shunt,Type
,trip,Type
Sentence: 5720,3lamp,Other
,cand,Lamp Type
,post,Fixture Type
,lntrn,Fixture Type
Sentence: 5721,cbl,Other
,tr,Type
,bkt,Type
Sentence: 5722,1-1/4a,Amps
,250vrk5td,Voltage
,fus,Other
Sentence: 5723,3/4,Other
,rgd,Application
,cond,Application
,body,Type
Sentence: 5724,deluxe,Other
,cord,Type
,grip,Type
Sentence: 5725,3way15a,Amps
,120/277v,Voltage
,sw,Type
Sentence: 5726,30mm,Size
,pb,Type
Sentence: 5727,2-in,Trade Size
,galv,Material
,tubular,Type
,coup,Type
Sentence: 5728,2p,Number of Poles
,150a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 5729,jmb,Other
,l-plt,Type
Sentence: 5730,50a,Amps
,32v,Voltage
,red,Other
,auto,Other
,fuse,Other
Sentence: 5731,40m,Length
,antenna,Cable Type
,cbl,Color
Sentence: 5732,3p,Other
,600v,Other
,cnt,Type
,6,Size
,open,Other
Sentence: 5733,20a,Other
,277v,Other
,dsn1,Number of Poles
,fem,Other
,rcpt,Other
Sentence: 5734,2p,Number of Poles
,120a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 5735,computer,Type
Sentence: 5736,hex,Other
,head,Other
,screw,Other
Sentence: 5737,800a,Other
,600v,Other
,sfty,Other
,sw,Other
Sentence: 5738,100a,Other
,1ph,Other
,term,Type
,box,Type
Sentence: 5739,30m,Length
,cable,Other
Sentence: 5740,ph-e,Type
,sen,Type
Sentence: 5741,male,Other
,inlet,Other
Sentence: 5742,1-1/4,Other
,alum,Material
,unilet,Type
Sentence: 5743,1/2drv,Drive
,15mm,Other
,imp,Type
,skt,Socket Depth
Sentence: 5744,stl,Material
,ext,Other
,bx,Other
,open,Other
,base,Other
,wht,Other
Sentence: 5745,50ka,Other
,spdev,Type
Sentence: 5746,prx,Type
,sensor,Type
Sentence: 5747,pls,Material
,enc,Type
Sentence: 5748,2p,Number of Poles
,40a,Amps
,cb,Other
Sentence: 5749,nm4x,Other
,rainhood,Type
Sentence: 5750,led,Type
,recessed,Type
,housing,Other
,trim,Other
Sentence: 5751,3p,Number of Poles
,250a,Amps
,cb,Voltage Maximum
Sentence: 5752,power,Type
,cable,Other
Sentence: 5753,300,Height
,250,Width
,150mm,Depth
Sentence: 5754,nema1,Type
,hng,Other
,cvr,Other
,box,Type
Sentence: 5755,sz00,Size
,open,Other
,contact,Type
Sentence: 5756,flr,Other
,moulding,Other
,p/ft,Other
Sentence: 5757,135a,Other
,soft,Other
,str,Other
Sentence: 5758,2p,Number of Poles
,225a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 5759,clr,Other
,bt56mog,Other
,mh,Other
,lamp,Type
Sentence: 5760,var,Other
,depth,Other
,rot,Other
,handle,Type
Sentence: 5761,5/8,Diameter
,72,Length
,ind,Diameter
,stack,Material
,point,Other
Sentence: 5762,1.5hp,Other
,drv,Type
Sentence: 5763,16mm,Other
,crowfoot,Type
,wrench,Type
Sentence: 5764,3hp,3 Phase Drive Horsepower Rating
,480v,Other
,drv,Type
Sentence: 5765,3/4,Trade Size
,mall,Material
,sqz,Trade Size
,flex,Type
,conn,Type
Sentence: 5766,16a,Other
,cmbo,Type
,mtr,Type
,ctrlr,Type
Sentence: 5767,1.5,Other
,12,Other
,ferrule,Type
Sentence: 5768,str&dis-sw,Other
Sentence: 5769,1/2,Trade Size
,emt,Type
,ss,Installation
,conn,Type
Sentence: 5770,vac,Type
,cleaner,Type
Sentence: 5771,22mm,Size
,pb,Type
Sentence: 5772,1-1/2,Size
,1-5/8,Size
,blade,Type
Sentence: 5773,network,Type
,camera,Type
Sentence: 5774,1/2drv,Drive
,27mm,Other
,imp,Type
,skt,Type
Sentence: 5775,s00,Other
,tfmr,Other
,cb,Voltage
Sentence: 5776,building,Cable Type
,wire,Cable Type
Sentence: 5777,3p,Number of Poles
,200a,Amps
,cb,Voltage Maximum
Sentence: 5778,18m,Length
,cable,Other
Sentence: 5779,building,Cable Type
,wire,Cable Type
Sentence: 5780,480v,Other
,3hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5781,1/4drv,Drive
,5mm,Other
,imp,Type
,skt,Socket Depth
Sentence: 5782,building,Cable Type
,wire,Cable Type
Sentence: 5783,building,Cable Type
,wire,Cable Type
Sentence: 5784,1/4,Diameter
,4,Diameter
,plt,Type
,drl,Type
Sentence: 5785,4way20a277v,Amps
,ac,Color
,sw,Type
Sentence: 5786,5/32,Drive Size
,wrench,Other
Sentence: 5787,300rpm,Speed Rating
,mtr,Type
Sentence: 5788,repl,Type
,tip,Type
,f/,Other
,plier,Other
Sentence: 5789,power,Type
,cable,Other
Sentence: 5790,4500rpm,Speed Rating
,mtr,Type
Sentence: 5791,blk,Color
,vnl,Material
,insltr,Other
Sentence: 5792,quad,Other
,rcpt-nema5-15r,NEMA
Sentence: 5793,2/0awg,Stud Holes
,lug,Other
Sentence: 5794,125a,Other
,meter,Other
,stack,Other
Sentence: 5795,2p,Other
,15a,Other
,cnctr,Other
Sentence: 5796,25hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5797,terminal,Other
,lug,Type
Sentence: 5798,30hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5799,1/2dr,Drive
,12pt,Point
,26mm,Other
,dp,Socket Depth
,skt,Type
Sentence: 5800,light,Other
,fixture,Type
,clip,Other
Sentence: 5801,term,Other
,blok,Other
,mrkr,Other
Sentence: 5802,1in,Trade Size
,al,Material
,cond,Other
,bdy,Other
,cvr,Other
Sentence: 5803,var,Other
,depth,Other
,rot,Other
,shaft,Type
Sentence: 5804,6000rpm,Speed Rating
,mtr,Type
Sentence: 5805,1/2dr,Drive
,9pc,Other
,socket,Type
,set,Type
Sentence: 5806,rack,Other
,cab,Type
Sentence: 5807,100a,Other
,pm,Type
,ds9,Type
,poly,Material
,hndl,Type
Sentence: 5808,1-1/4,Trade Size
,90d,Other
,flex,Type
,sqz,Type
,conn,Type
Sentence: 5809,software,Type
Sentence: 5810,dxn3,Other
,inlet,Material
Sentence: 5811,3ph,Phase
,c-str,Other
Sentence: 5812,2in,Trade Size
,150d,Other
,plastic,Material
,bush,Other
Sentence: 5813,.25-1a,Other
,480v,Coil Voltage
,str,Type
Sentence: 5814,signal,Type
,cable,Other
Sentence: 5815,20a,Other
,125v,Other
,gfci,Other
,rcpt,Other
Sentence: 5816,fbrgls,Material
,sc,Other
,wiringtroug,Other
Sentence: 5817,2p,Number of Poles
,20a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 5818,electrician,Type
,tool,Type
,pouch,Type
Sentence: 5819,pls,Material
,enc,Type
Sentence: 5820,1.5hp,Other
,drv,Type
Sentence: 5821,nail,Other
,eater,Other
,bit,Other
,b,Other
Sentence: 5822,drive,Other
,socket,Type
Sentence: 5823,2000rpm,Speed Rating
,mtr,Type
Sentence: 5824,1-1/2,Other
,ctd,Application
,cond,Type
,body,Type
Sentence: 5825,ld-ctr,Other
,cvr,Other
Sentence: 5826,3p,Other
,240v,Coil Voltage
,cnctr,Type
Sentence: 5827,6in,Other
,pipe,Type
,clmp,Type
Sentence: 5828,transfer,Type
,label,Type
Sentence: 5829,240v,Coil Voltage
,n1,Other
,str,Type
Sentence: 5830,1/2,Trade Size
,ex-prf,Type
,m/f,Other
,union,Type
Sentence: 5831,1/2,Trade Size
,emt-box,Other
,pull,Type
,elbow,Type
Sentence: 5832,3ph,Other
,120v,Coil Voltage
,cnctr,Type
Sentence: 5833,hex-head,Other
,cap,Type
,scr,Type
Sentence: 5834,tub,Other
,strgr,Other
,trough,Other
Sentence: 5835,208v,Other
,3hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5836,7-1/4,Length
,wrench,Type
Sentence: 5837,2-600,Other
,alcu,Material
,scr,Other
,lug,Material
Sentence: 5838,18v,Other
,cov,Other
,hd,Other
,tool,Other
Sentence: 5839,1400,Material
,500,Other
,side,Type
,panel,Type
Sentence: 5840,2pos,Other
,mnt,Other
,wht,Color
,sel,Other
,sw,Other
Sentence: 5841,alm,Color
,faceplate,Type
Sentence: 5842,208v,Coil Voltage
,n1,Other
,str,Overload Relay
Sentence: 5843,240/208v,Voltage
,linear,Other
,cnvcr,Other
Sentence: 5844,12.2m,Length
,cable,Other
Sentence: 5845,pwr,Type
,cbl,Other
Sentence: 5846,indctv,Type
,prx,Type
,sen,Type
Sentence: 5847,plstc,Number of Poles
,conn-nema5-15r,NEMA
Sentence: 5848,4sq,Type
,1-1/2d,Depth
,box,Type
Sentence: 5849,sglrec,Type
,ugrd,Type
,20a125/250v,Other
Sentence: 5850,1p,Other
,120v,Voltage
,cb,Voltage
Sentence: 5851,8-1/2,Other
,4,Other
,blank,Other
,cover,Type
Sentence: 5852,jmb,Other
,l-plt,Type
Sentence: 5853,0.75-3.4a,Phase
,277v,Coil Voltage
,str,Type
Sentence: 5854,rduv,Type
,str,Type
Sentence: 5855,3p,Phase
,277v,Coil Voltage
,str,Type
Sentence: 5856,7.5hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 5857,screwdriver,Other
,bit,Other
Sentence: 5858,cu,Other
,neutral,Connector Type
,bar,Connector Type
Sentence: 5859,5hp,3 Phase Drive Horsepower Rating
,n1,Other
,adj,Other
,drv,Type
Sentence: 5860,8awg,Other
,alcu,Type
,1h,Stud Holes
,lug,Other
Sentence: 5861,3p,Number of Poles
,40a,Amps
,fix,Other
,therml,Type
,cb,Voltage Maximum
Sentence: 5862,pdu,Type
Sentence: 5863,600v,Other
,rcp,Number of Poles
Sentence: 5864,1.26kw,Other
,mtr,Type
Sentence: 5865,rj,Connector Type
,connector,Other
Sentence: 5866,screw,Other
,cvr,Other
,box,Type
,w/gas,Other
Sentence: 5867,100a,Other
,rcp,Number of Poles
Sentence: 5868,1/2,Drive
,dr,Socket Depth
,11/16,Other
,spl,Material
,skt,Type
Sentence: 5869,15a,Other
,pdu,Other
Sentence: 5870,selector,Type
,switch,Type
Sentence: 5871,building,Cable Type
,wire,Cable Type
Sentence: 5872,male,Other
,connector,Other
Sentence: 5873,15a,Other
,iec,Other
,str,Type
Sentence: 5874,dr100a,Other
,inlet,Other
Sentence: 5875,14,Height
,12,Width
,6,Depth
